gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
1802108387																										ead27d1c-0abe-426a-a9b7-31a3d8574c67									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				ead27d1c-0abe-426a-a9b7-31a3d8574c67					0				Unknown							ABSENT																cruise=1505; station=491; haul_no=146	cruise=1505; station=491		2015-06-10T04:26:00	Net-in time: 2015-06-09 21:26:00-07			2015	6	10			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: South Central; Point Sal			station bottom depth: 55 meters				decimal location is net-in location; station location: 35.0000 -120.7333	35.0067	-120.7338																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:57.926Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:57.926Z	2023-02-18T08:10:05.784Z	false										DD	
1802108386																										1689d9ce-591f-47d9-b3fd-0086b0a612e9									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				1689d9ce-591f-47d9-b3fd-0086b0a612e9					0				Unknown							ABSENT																cruise=1505; station=491; haul_no=52	cruise=1505; station=491		2015-05-17T04:13:02	Net-in time: 2015-05-16 21:13:02-07			2015	5	17			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: South Central; Point Sal			station bottom depth: 55 meters				decimal location is net-in location; station location: 35.0000 -120.7333	35.0037	-120.7455																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:58.246Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:58.246Z	2023-02-18T08:10:05.784Z	false										DD	
1802108099																										3f36f1c7-912b-419f-b340-a8ae93ac1c23									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				3f36f1c7-912b-419f-b340-a8ae93ac1c23					0				Unknown							ABSENT																cruise=1505; station=484; haul_no=41	cruise=1505; station=484		2015-05-14T04:49:18	Net-in time: 2015-05-13 21:49:18-07			2015	5	14			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: South; San Diego			station bottom depth: 94 meters				decimal location is net-in location; station location: 32.7083 -117.3333	32.7052	-117.3323																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:17:00.543Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:17:00.543Z	2023-02-18T08:10:05.784Z	false										DD	
1802107930																										a5d1c431-244b-49de-9ff6-171509e96e01									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				a5d1c431-244b-49de-9ff6-171509e96e01					0				Unknown							ABSENT																cruise=1505; station=484; haul_no=137	cruise=1505; station=484		2015-06-07T05:30:06	Net-in time: 2015-06-06 22:30:06-07			2015	6	7			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: South; San Diego			station bottom depth: 94 meters				decimal location is net-in location; station location: 32.7083 -117.3333	32.7075	-117.354																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:17:01.788Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:17:01.788Z	2023-02-18T08:10:05.784Z	false										DD	
1802107806																										f1f3ff39-d2d5-4708-ad58-b71754a813c5									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				f1f3ff39-d2d5-4708-ad58-b71754a813c5					0				Unknown							ABSENT																cruise=1505; station=484; haul_no=136	cruise=1505; station=484		2015-06-07T04:41:17	Net-in time: 2015-06-06 21:41:17-07			2015	6	7			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: South; San Diego			station bottom depth: 94 meters				decimal location is net-in location; station location: 32.7083 -117.3333	32.7097	-117.3522																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:57.264Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:57.264Z	2023-02-18T08:10:05.784Z	false										DD	
1802107531																										b24e9fe5-c0d1-45be-ac03-77da7f7998b3									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				b24e9fe5-c0d1-45be-ac03-77da7f7998b3					0				Unknown							ABSENT																cruise=1505; station=483; haul_no=42	cruise=1505; station=483		2015-05-14T06:45:58	Net-in time: 2015-05-13 23:45:58-07			2015	5	14			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: South; San Diego			station bottom depth: 555 meters				decimal location is net-in location; station location: 32.8167 -117.4217	32.824	-117.433																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:59.609Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:59.609Z	2023-02-18T08:10:05.784Z	false										DD	
1802107287																										43575557-a666-47b5-8e5c-1f89e6ed9e26									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				43575557-a666-47b5-8e5c-1f89e6ed9e26					0				Unknown							ABSENT																cruise=1505; station=482; haul_no=43	cruise=1505; station=482		2015-05-14T09:20:51	Net-in time: 2015-05-14 02:20:51-07			2015	5	14			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: South; San Diego			station bottom depth: 865 meters				decimal location is net-in location; station location: 32.9167 -117.5833	32.9247	-117.5892																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:58.896Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:58.896Z	2023-02-18T08:10:05.784Z	false										DD	
1802107058																										10cb94c2-6d44-442f-beb3-a309667d3ed2									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				10cb94c2-6d44-442f-beb3-a309667d3ed2					0				Unknown							ABSENT																cruise=1505; station=481; haul_no=44	cruise=1505; station=481		2015-05-14T11:47:36	Net-in time: 2015-05-14 04:47:36-07			2015	5	14			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: South; San Diego			station bottom depth: 798 meters				decimal location is net-in location; station location: 33.0167 -117.7500	33.021	-117.7528																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:54.437Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:54.437Z	2023-02-18T08:10:05.784Z	false										DD	
1802106864																										2b15371f-cd4c-4c83-ba1d-ef67244d4899									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				2b15371f-cd4c-4c83-ba1d-ef67244d4899					0				Unknown							ABSENT																cruise=1505; station=481; haul_no=138	cruise=1505; station=481		2015-06-07T10:33:53	Net-in time: 2015-06-07 03:33:53-07			2015	6	7			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: South; San Diego			station bottom depth: 798 meters				decimal location is net-in location; station location: 33.0167 -117.7500	33.0223	-117.7557																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:55.350Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:55.350Z	2023-02-18T08:10:05.784Z	false										DD	
1802106717																										059b68eb-2376-46c9-a225-2859db42bb4c									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				059b68eb-2376-46c9-a225-2859db42bb4c					0				Unknown							ABSENT																cruise=1505; station=475; haul_no=83	cruise=1505; station=475		2015-05-26T11:16:55	Net-in time: 2015-05-26 04:16:55-07			2015	5	26			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: North Central; Delgada			station bottom depth: 1344 meters				decimal location is net-in location; station location: 39.8333 -124.7167	39.8423	-124.7032																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:53.742Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:53.742Z	2023-02-18T08:10:05.784Z	false										DD	
1802106487																										33f0e1ad-0add-4ac6-a652-8d5a8db3e1aa									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				33f0e1ad-0add-4ac6-a652-8d5a8db3e1aa					0				Unknown							ABSENT																cruise=1505; station=474; haul_no=82	cruise=1505; station=474		2015-05-26T08:05:36	Net-in time: 2015-05-26 01:05:36-07			2015	5	26			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: North Central; Delgada			station bottom depth: 1600 meters				decimal location is net-in location; station location: 39.8333 -124.4000	39.8427	-124.4112																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:55.629Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:55.629Z	2023-02-18T08:10:05.784Z	false										DD	
1802106402																										e00566c1-65a6-45cc-a8d2-a8967ecbdf4f									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				e00566c1-65a6-45cc-a8d2-a8967ecbdf4f					0				Unknown							ABSENT																cruise=1505; station=474; haul_no=81	cruise=1505; station=474		2015-05-26T06:58:00	Net-in time: 2015-05-25 23:58:00-07			2015	5	26			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: North Central; Delgada			station bottom depth: 1600 meters				decimal location is net-in location; station location: 39.8333 -124.4000	39.8392	-124.409																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:58.117Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:58.117Z	2023-02-18T08:10:05.784Z	false										DD	
1802106332																										f81739f2-41ec-4759-b2e8-a00de777adc1									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				f81739f2-41ec-4759-b2e8-a00de777adc1					0				Unknown							ABSENT																cruise=1505; station=474; haul_no=12	cruise=1505; station=474		2015-05-05T09:21:09	Net-in time: 2015-05-05 02:21:09-07			2015	5	5			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: North Central; Delgada			station bottom depth: 1600 meters				decimal location is net-in location; station location: 39.8333 -124.4000	39.8403	-124.4002																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:57.231Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:57.231Z	2023-02-18T08:10:05.784Z	false										DD	
1802105876																										10ee3a8a-34e9-43f2-997f-44d5459eac37									en	CC0_1_0			2017-12-21T00:00:00Z			http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf												event				RockfishRecruitmentAndEcosystemAssessmentSurveyCatchData			Rockfish Recruitment and Ecosystem Assessment Survey, Catch Data	NOAA NMFS SWFSC FED	HUMAN_OBSERVATION				10ee3a8a-34e9-43f2-997f-44d5459eac37					0				Unknown							ABSENT																cruise=1505; station=473; haul_no=80	cruise=1505; station=473		2015-05-26T04:20:15	Net-in time: 2015-05-25 21:20:15-07			2015	5	26			midwater trawl; http://calcofi.org/publications/calcofireports/v57/Vol57-Sakuma_pages.163-183.pdf			15  minutes at 2.0 knots		NA					northeast Pacific			US	California				Survey Region: North Central; Delgada			station bottom depth: 236 meters				decimal location is net-in location; station location: 39.8333 -124.1083	39.833	-124.1253																																											urn:lsid:marinespecies.org:taxname:342057							Octopoteuthis deletron R.E.Young, 1972								Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae		Octopoteuthis	Octopoteuthis			deletron			SPECIES		species_group: Cephalopod; common_name: OCTOPOTEUTHIS		ACCEPTED		Began enumeration in 2015.	350f00a7-db1f-4133-bc07-71de716339da	US	2023-02-18T08:16:54.517Z	0.0	0.0	27.5	2.5				GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		true	false	2289878	2289878	1	52	136	8403901	2871	2289867		2289878	Octopoteuthis deletron	Octopoteuthis deletron R.E.Young, 1972	Octopoteuthis deletron		EML	2023-02-18T08:16:54.517Z	2023-02-18T08:10:05.784Z	false										DD	
